Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN PAUH JAYA,Perai,Penang,Freehold,Terrace House,590000.0,400.0,13
TAMAN TIRAM,Kulim,Kedah,Freehold,"Semi D, Terrace House",280000.0,177.0,13
SETIA DAMAI 15,Setia Alam,Selangor,Freehold,Semi D,1490000.0,536.0,13
TAMAN DARULAMAN PERDANA,Sungai Petani,Kedah,Freehold,"Semi D, Terrace House",380000.0,186.0,13
TAMAN BUKIT SERDANG SEKSYEN 2,Seri Kembangan,Selangor,Freehold,Town House,455000.0,340.0,13
TAMAN SEMENYIH INDAH,Semenyih,Selangor,Freehold,Terrace House,390000.0,290.0,13
TAMAN SRI SENTOSA,Klang,Selangor,Freehold,"Town House, Terrace House",420000.0,346.0,13
TAMAN NUSA PERINTIS I,Iskandar Puteri (Nusajaya),Johor,Freehold,"Terrace House, Bungalow",550000.0,188.0,13
TAMAN BERTAM IMPIAN,Tanjong Minyak,Melaka,Freehold,Terrace House,270000.0,207.0,13
DESA PENGKALAN BERSATU,Ipoh,Perak,Leasehold,Terrace House,309800.0,241.0,13
TAMAN MAJU,Batu Pahat,Johor,Freehold,Terrace House,365000.0,246.0,13
SEKSYEN 8,Petaling Jaya,Selangor,Leasehold,"Terrace House, Semi D",600000.0,309.0,13
TAMAN MENARA MAJU,Klang,Selangor,Freehold,Terrace House,400000.0,253.0,13
TAMAN JATI,Rawang,Selangor,Leasehold,Terrace House,300000.0,293.0,13
PERKAMPUNGAN SRI MAHKOTA AMAN,Kuantan,Pahang,Freehold,Terrace House,250000.0,156.0,13
TAMAN BENDAHARA,Kuala Selangor,Selangor,Freehold,"Semi D, Terrace House",450000.0,215.0,13
MEDAN LAHAT BARU,Lahat,Perak,Leasehold,Terrace House,288800.0,179.0,13
INDERA DUTA,Kuantan,Pahang,Leasehold,Terrace House,360000.0,227.0,13
TAMAN KOBENA,Tampoi,Johor,Leasehold,Terrace House,330000.0,206.0,13
TAMAN SEGAR PERDANA,Cheras,Selangor,Leasehold,Semi D,929000.0,550.0,13
TAMAN INDAH (SUNGAI UDANG),Masjid Tanah,Melaka,Leasehold,Terrace House,300000.0,184.0,13
LUCKY GARDEN (JALAN BANGSAR),Bangsar,Kuala Lumpur,Freehold,"Semi D, Terrace House",1270000.0,624.0,13
TAMAN DELIMA,Sitiawan,Perak,Freehold,Terrace House,368800.0,180.0,13
TAMAN SEMARAK II,Nilai,Negeri Sembilan,Freehold,Terrace House,300000.0,195.0,13
KAMPUNG CHERANG RUKU,Cherang Ruku,Kelantan,Freehold,"Terrace House, Bungalow",325000.0,61.0,13
Taman Langat Murni Apartment,Dengkil,Selangor,Leasehold,Apartment,180000.0,224.0,13
Grace Residence,Jelutong,Penang,Freehold,Condominium,780000.0,592.0,13
Desa Skudai Apartment,Skudai,Johor,Freehold,Apartment,330000.0,281.0,13
Flat PKNS Seksyen 8,Shah Alam,Selangor,Leasehold,Flat,170000.0,287.0,13
Desaria Villa,Puchong,Selangor,Leasehold,Condominium,220000.0,204.0,13
Tropicana Bay Residences,Bayan Lepas,Penang,Freehold,Condominium,595000.0,688.0,13
1120 Park Avenue,Petaling Jaya,Selangor,Leasehold,Condominium,430000.0,422.0,13
Seri Jati,Setia Alam,Selangor,Freehold,Apartment,325000.0,397.0,13
D'Cerrum Apartment,Semenyih,Selangor,Freehold,Apartment,290000.0,306.0,13
Atlantis Residences (Pangsapuri Atlantis Kota Syahbandar),Melaka City,Melaka,Leasehold,Service Residence,330000.0,457.0,13
Atmosfera Kondominium,Puchong,Selangor,Freehold,Condominium,580000.0,406.0,13
Andaman Quayside,Tanjong Tokong,Penang,Freehold,Condominium,2550000.0,1140.0,13
Taman Setia Balakong,Balakong,Selangor,Leasehold,Flat,170000.0,231.0,13
"Taman Daya - Jalan Pinang 3, 4",Tebrau,Johor,Freehold,Flat,150000.0,258.0,13
Subang Perdana Goodyear Court 9,Subang Jaya,Selangor,Freehold,Apartment,380000.0,373.0,13
Kenanga (Park View Court),Melaka City,Melaka,Freehold,Apartment,220000.0,230.0,13
Nova Saujana,Saujana,Selangor,Freehold,Service Residence,530000.0,614.0,13
Puncak Banyan,Cheras,Kuala Lumpur,Freehold,Condominium,328000.0,401.0,13
Vista Kiara,Mont Kiara,Kuala Lumpur,Freehold,Condominium,630000.0,452.0,13
Valencia Apartment,Shah Alam,Selangor,Leasehold,Apartment,170000.0,179.0,13
Pan Vista,Permas Jaya,Johor,Freehold,Apartment,339000.0,331.0,13
Larkin Heights,Johor Bahru,Johor,Leasehold,Service Residence,388000.0,388.0,13
Casa Tropika,Puchong,Selangor,Leasehold,Condominium,495000.0,393.0,13
The Clovers,Bayan Lepas,Penang,Freehold,Condominium,620000.0,472.0,13
Sri Anggerik 1,Puchong,Selangor,Freehold,Apartment,320000.0,407.0,13
Jentayu Residensi @ Tampoi,Johor Bahru,Johor,Freehold,Service Residence,370000.0,373.0,13
Casa Ria Apartment,Rawang,Selangor,Freehold,Apartment,210000.0,263.0,13
Pangsapuri Permai Puteri,Ampang,Selangor,Leasehold,Apartment,320000.0,372.0,13
Pandan Mewah,Ampang,Selangor,Leasehold,Flat,190000.0,249.0,13
Casa Idaman,Sentul,Kuala Lumpur,Leasehold,Condominium,400000.0,394.0,13
Taman Saujana Puchong,Puchong,Selangor,Leasehold,Flat,105000.0,147.0,13
Pelangi Damansara 1,Bandar Utama,Selangor,Leasehold,Apartment,460000.0,497.0,13
Seri Riana Residence,Wangsa Maju,Kuala Lumpur,Leasehold,Condominium,1000000.0,584.0,13
Vista Magna,Kepong,Kuala Lumpur,Leasehold,Apartment,285000.0,331.0,13
Anjung Hijau (Greenfields),Bukit Jalil,Kuala Lumpur,Freehold,Apartment,425000.0,429.0,13
Taman Seri Sari (Sunshine Garden),Bukit Jambul,Penang,Freehold,Apartment,260000.0,371.0,13
Kiaraville,Mont Kiara,Kuala Lumpur,Freehold,Condominium,1300000.0,667.0,13
The Northshore Gardens,Desa ParkCity,Kuala Lumpur,Freehold,Condominium,1835000.0,949.0,13
Beverly Hills 1,Kota Kinabalu,Sabah,Leasehold,Apartment,265000.0,352.0,13
Bandar Sultan Suleiman,Port Klang,Selangor,Leasehold,Flat,155000.0,203.0,13
Mont Kiara Pines,Mont Kiara,Kuala Lumpur,Freehold,Condominium,695000.0,538.0,13
Ketumbar Heights,Cheras,Kuala Lumpur,Freehold,Condominium,298000.0,344.0,13
Seasons Amara Larkin,Johor Bahru,Johor,Leasehold,Service Residence,400000.0,402.0,13
Limau Manis,Bukit Mertajam,Penang,Freehold,Flat,150000.0,221.0,13
Taman Desa Rakyat Perdana,Pasir Gudang,Johor,Leasehold,Flat,130000.0,183.0,13
Jazz Suites @ Vivacity,Kuching,Sarawak,Leasehold,Condominium,650000.0,647.0,13
Taman Intan Baiduri,Batu Caves,Kuala Lumpur,Leasehold,Flat,130000.0,183.0,13
Iconic Skies,Sungai Ara,Penang,Freehold,Condominium,830700.0,607.0,13
Lok Kawi Heights,Papar,Sabah,Leasehold,Apartment,210000.0,269.0,13
Idaman Iris,Sungai Ara,Penang,Freehold,Apartment,400000.0,453.0,13
Arena Green,Bukit Jalil,Kuala Lumpur,Freehold,Apartment,270000.0,366.0,13
Amazing Heights,Klang,Selangor,Freehold,Apartment,280000.0,314.0,13
Taman Semarak II,Nilai,Negeri Sembilan,Freehold,Flat,120000.0,177.0,13
Plaza @ Kelana Jaya,Petaling Jaya,Selangor,Freehold,Service Residence,380000.0,841.0,13
Fair View Apartment,Permas Jaya,Johor,Freehold,Apartment,360000.0,342.0,13
Flat PKNS Section 7,Shah Alam,Selangor,Leasehold,Flat,230000.0,330.0,13
Pandora @ Tropicana Metropark,Subang Jaya,Selangor,Freehold,Service Residence,510000.0,608.0,13
Taman Impian Emas,Tebrau,Johor,Freehold,Flat,53000.0,77.0,13
Tanjung Court,Ayer Itam,Penang,Leasehold,Apartment,310000.0,394.0,13
Bukit OUG Condominiums,Bukit Jalil,Kuala Lumpur,Freehold,Condominium,320000.0,258.0,13
BANDAR BARU TAMBUN(TAMBUN PERMAI),Tambun,Perak,Leasehold,Terrace House,427500.0,273.0,12
TAMAN RIMBA EMAS,Mentakab,Pahang,Freehold,"Semi D, Terrace House",397900.0,139.0,12
TAMAN SEMARAK MEGAH,Tawau,Sabah,Leasehold,Terrace House,365000.0,250.0,12
BANDAR AMANJAYA (ZON SEROJA),Sungai Petani,Kedah,Freehold,Terrace House,220000.0,180.0,12
TAMAN NAKHODA,Telok Panglima Garang,Selangor,Freehold,Terrace House,455000.0,324.0,12
SS26 TAMAN MAYANG JAYA,Petaling Jaya,Selangor,Freehold,Terrace House,825000.0,610.0,12
SS20 DAMANSARA UTAMA,Petaling Jaya,Selangor,Freehold,Terrace House,1190000.0,687.0,12
SS15,Subang Jaya,Selangor,Freehold,Terrace House,922500.0,508.0,12
TAMAN KINDING FLORA,Ipoh,Perak,Leasehold,Cluster House,252500.0,192.0,12
DATO' AHMAD SAID,Ipoh,Perak,Freehold,Terrace House,309550.0,213.0,12
TAMAN HUI SING,Kuching,Sarawak,Leasehold,Terrace House,722500.0,254.0,12
TAMAN KLEBANG EHSAN,Ipoh,Perak,Leasehold,"Semi D, Bungalow",328800.0,145.0,12
DESA BUKIT BERLIAN,Kapar,Selangor,Leasehold,"Semi D, Terrace House",446635.0,272.0,12
TAMAN PANDAMARAN PERMAI/KOTA PENDAMAR,Klang,Selangor,Freehold,Terrace House,420000.0,312.0,12
TAMAN AMANSARA (AMANSARA SOUTH),Kepala Batas,Penang,Freehold,Terrace House,481287.0,268.0,12
TAMAN DESA ANGGERIK (PUTRA NILAI),Nilai,Negeri Sembilan,Freehold,Terrace House,345000.0,193.0,12
RAINTREE PARK2,Sungai Bakap,Penang,Freehold,"Semi D, Town House, Terrace House",526500.0,321.0,12
1 TANJUNG,Ipoh,Perak,Freehold,Terrace House,298880.0,194.0,12
"TAMAN BUKIT MUTIARA, MK. LABIS",Labis,Johor,Freehold,Terrace House,344000.0,204.0,12
GEBENG RESIDENCE (P/L PT 25173),Sungai Karang,Pahang,Leasehold,Terrace House,238000.0,169.0,12
MEDAN LAPANGAN CYBER,Ipoh,Perak,Leasehold,"Terrace House, Town House",434500.0,263.0,12
T'LAGENDA@PERAMU (P/L 23051),Pekan,Pahang,"Freehold, Leasehold",Terrace House,288000.0,184.0,12
TAMAN ALAMANDA,Kuala Kangsar,Perak,Freehold,Terrace House,269800.0,203.0,12
TAMAN SRI ANDALAS (P/L 1014),Klang,Selangor,Freehold,Terrace House,620000.0,515.0,12
"LOT 5330, GURNEY",Sitiawan,Perak,Freehold,Semi D,628000.0,210.0,12
TAMAN PGBF FELDA PASOH 1,Simpang Pertang,Negeri Sembilan,Leasehold,Terrace House,90000.0,64.0,12
TAMAN SERI DAGANG 1,Banting,Selangor,Freehold,Terrace House,390900.0,273.0,12
TAMAN BAYU PELANGI,Sungai Lalang,Kedah,Freehold,"Semi D, Terrace House",269800.0,188.0,12
VISTA IXORA,Ipoh,Perak,Leasehold,Terrace House,398380.0,296.0,12
LAMAN PERMATA,Tebrau,Johor,Freehold,Terrace House,788800.0,563.0,12
LEX LIVING,Ipoh,Perak,Freehold,Terrace House,568880.0,323.0,12
TAMAN DESA TEKKAH SENTOSA,Taiping,Perak,Leasehold,Terrace House,468800.0,367.0,12
TAMAN MANGGIS JAYA,Banting,Selangor,Freehold,"Terrace House, Semi D",442500.0,270.0,12
TAMAN PENAGA,Penaga,Penang,Freehold,"Terrace House, Semi D",237500.0,204.0,12
BANDAR BARU SUNGAI UDANG,Sungai Udang,Melaka,Leasehold,Terrace House,310000.0,193.0,12
TAMAN SRI RAMPAI,Wangsa Maju,Kuala Lumpur,Freehold,Terrace House,505000.0,566.0,12
R.P.R RANGAU,Limbang,Sarawak,Freehold,Terrace House,80000.0,74.0,12
DESA ARA,Sungai Ara,Penang,Freehold,Terrace House,815000.0,484.0,12
TAMAN BERSATU (GELONG),Jitra,Kedah,Freehold,Terrace House,200000.0,185.0,12
TAMAN SONG CHOON,Ipoh,Perak,Leasehold,Terrace House,237500.0,190.0,12
TAMAN MUTIARA GADING (TR 277),Batu Pahat,Johor,Freehold,Terrace House,495805.0,354.0,12
MERLIN GARDEN,Kota Samarahan,Sarawak,Leasehold,Terrace House,571500.0,263.0,12
TAMAN PLENTONG BARU,Masai,Johor,Freehold,Terrace House,295000.0,341.0,12
TAMAN KLEBANG BAYU,Ipoh,Perak,Freehold,Terrace House,380400.0,229.0,12
TAMAN KERUING,Batang Kali,Selangor,Leasehold,Terrace House,300000.0,198.0,12
TAMAN KHAZANAH INDAH,Lahad Datu,Sabah,Leasehold,Terrace House,250000.0,152.0,12
TAMAN SETIA RESIDEN,Sitiawan,Perak,Freehold,"Terrace House, Semi D",499000.0,251.0,12
TAMAN RIA FASA 1,Padang Serai,Kedah,Freehold,Terrace House,262500.0,182.0,12
SUNGAI ISAP DAMAI,Kuantan,Pahang,Leasehold,"Semi D, Bungalow",260000.0,65.0,12
TAMAN ISKANDAR,Johor Bahru,Johor,Freehold,"Bungalow, Semi D, Terrace House",744000.0,257.0,12
ALAMANDA PARKLAND,Serendah,Selangor,Freehold,Terrace House,475000.0,397.0,12
HORIZON RESIDENCE @ BUKIT INDAH,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,850000.0,451.0,12
PER.SRI. MAHKOTA JAYA (T.WIRA JAYA),Kuantan,Pahang,Freehold,Terrace House,160000.0,229.0,12
TAMAN VISTA JAYA,Port Dickson,Negeri Sembilan,Leasehold,Terrace House,175000.0,140.0,12
TAMAN MANJUNG POINT SEKSYEN 2(PL 12194),Lumut,Perak,Freehold,"Terrace House, Semi D",300000.0,238.0,12
KB JINJANG UTARA,Jinjang,Kuala Lumpur,Leasehold,"Bungalow, Semi D",675000.0,207.0,12
"TAMAN LEKIR DAMAI, KAMPUNG KOH",Sitiawan,Perak,Freehold,Terrace House,279400.0,178.0,12
TAMAN KASAWARI,Durian Tunggal,Melaka,Freehold,"Terrace House, Town House",413000.0,244.0,12
TAMAN SRI JAYA (SUNGAI PELIK),Sepang,Selangor,Freehold,Terrace House,598000.0,301.0,12
TAMAN SENDAYAN INDAH,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,271000.0,188.0,12
KAMPUNG MAK CHILI,Kemaman,Terengganu,Freehold,"Bungalow, Semi D",330000.0,115.0,12
DESA SEJIJAK,Kuching,Sarawak,Leasehold,Terrace House,176050.0,166.0,12
SHAH ALAM UTAMA,Shah Alam,Selangor,Leasehold,Terrace House,1073250.0,560.0,12
TAMAN SRI BAHAGIA,Cheras,Selangor,Freehold,Terrace House,561000.0,447.0,12
TAMAN MELAKA BARU,Batu Berendam,Melaka,Leasehold,Terrace House,300000.0,202.0,12
TAMAN MERDEKA FASA 1D,Batu Berendam,Melaka,Leasehold,Terrace House,275000.0,232.0,12
TAMAN SINAR MENTARI,Bedong,Kedah,Freehold,Terrace House,235000.0,149.0,12
TAMAN DELIMA,Kluang,Johor,Freehold,"Bungalow, Terrace House, Semi D",360000.0,153.0,12
BANDAR NUSAPUTRA,Puchong,Selangor,"Freehold, Leasehold",Terrace House,635000.0,347.0,12
"TAMAN SRI MAS, BIDOR",Bidor,Perak,Leasehold,Terrace House,300000.0,194.0,12
TAMAN MURNI,Batu Pahat,Johor,Freehold,Terrace House,327500.0,233.0,12
TAMAN SRI CENDEKIA (TAMAN CONNAUGHT),Cheras,Kuala Lumpur,Leasehold,Terrace House,705000.0,370.0,12
TAMAN DESA PAKATAN,Ipoh,Perak,Leasehold,Terrace House,188500.0,216.0,12
TAMAN TELUK GEDUNG INDAH,Klang,Selangor,Leasehold,Terrace House,382500.0,286.0,12
TAMAN SRI SERDANG,Kepala Batas,Penang,Freehold,"Bungalow, Terrace House",425000.0,236.0,12
TAMAN GARING UTAMA,Rawang,Selangor,Leasehold,Terrace House,350000.0,248.0,12
TAMAN SRI JAYA,Batu Pahat,Johor,Freehold,Terrace House,301500.0,201.0,12
TAMAN BUKIT,Bukit Mertajam,Penang,Freehold,Semi D,620000.0,248.0,12
TAMAN SERI IMPIAN,Bukit Mertajam,Penang,Freehold,Terrace House,589000.0,405.0,12
TAMAN BUKIT PANCHOR,Nibong Tebal,Penang,Freehold,Terrace House,374160.0,299.0,12
TABUAN LARU,Kuching,Sarawak,"Freehold, Leasehold","Semi D, Terrace House",509444.0,250.0,12
TAMAN CEMPAKA INDAH (PEC LOT 8029),Triang,Pahang,Freehold,Terrace House,288000.0,139.0,12
TAMAN KOPERASI MUHIBBAH,Kluang,Johor,Freehold,Terrace House,180000.0,182.0,12
TAMAN MERU MAKMUR,Kapar,Selangor,Freehold,"Terrace House, Semi D",543000.0,232.0,12
ECO SANCTUARY,Tanjong Duabelas,Selangor,Leasehold,"Terrace House, Bungalow, Semi D",2161500.0,590.0,12
TAMAN BUKIT EMAS,Sungei Petai,Melaka,Freehold,Terrace House,252500.0,160.0,12
TAMAN BUKIT SERINDIT,Melaka City,Melaka,Freehold,"Bungalow, Semi D",392500.0,219.0,12
TAMAN RASAH JAYA I,Rasah,Negeri Sembilan,Freehold,Terrace House,300000.0,202.0,12
TAMAN AMPANGAN,Paroi,Negeri Sembilan,Freehold,"Semi D, Terrace House",230000.0,145.0,12
TAMAN ARKID,Menglembu,Perak,Leasehold,Terrace House,250000.0,239.0,12
TAMAN DESA,Kluang,Johor,Freehold,"Terrace House, Semi D",215000.0,167.0,12
BANDAR BARU WANGSA MAJU,Wangsa Maju,Kuala Lumpur,Leasehold,Terrace House,840000.0,428.0,12
TAMAN PUTERI GUNUNG,Simpang Ampat,Penang,Freehold,Terrace House,275000.0,219.0,12
TAMAN SRI BAKRI III,Muar,Johor,Freehold,Terrace House,394000.0,243.0,12
NUSAVILLA,Iskandar Puteri (Nusajaya),Johor,Freehold,Town House,500000.0,320.0,12
TAMAN PENAGA PERMAI,Penaga,Penang,Freehold,"Semi D, Terrace House, Town House",350000.0,245.0,12
TAMAN PUTRA,Ampang,Selangor,Leasehold,"Semi D, Terrace House",420000.0,507.0,12
TAMAN BUKIT PASIR,Batu Pahat,Johor,Freehold,Terrace House,300000.0,195.0,12
NADA 3 @ NADA ALAM,Mantin,Negeri Sembilan,Freehold,Terrace House,960000.0,464.0,12
TAMAN BERTEK,Klang,Selangor,Freehold,Terrace House,866000.0,352.0,12
TAMAN BUKIT KAYA,Bukit Kepayang,Negeri Sembilan,Freehold,Terrace House,300000.0,151.0,12
TAMAN KOPERASI CUEPACS,Cheras,Selangor,Freehold,Terrace House,390000.0,376.0,12
SEKSYEN 21-28 BANDAR KLANG,Klang,Selangor,Freehold,"Terrace House, Semi D",625000.0,347.0,12
TAMAN TELUK VILLA,Penampang,Sabah,Leasehold,Terrace House,432500.0,256.0,12
TAMAN SEJATI INDAH FASA 3B,Sungai Petani,Kedah,Freehold,Terrace House,265000.0,204.0,12
TAMAN TAN SRI YAACOB,Skudai,Johor,Freehold,Terrace House,400000.0,495.0,12
TAMAN ASA JAYA,Kajang,Selangor,Freehold,Terrace House,485000.0,389.0,12
TAMAN JUMBO,Penampang,Sabah,Leasehold,Terrace House,350000.0,390.0,12
TAMAN SERI JAROMAS,Jenjarom,Selangor,Freehold,"Semi D, Terrace House",790000.0,272.0,12
SRI AWANA,Skudai,Johor,Freehold,Town House,280000.0,274.0,12
Desa Baiduri,Ayer Itam,Penang,Leasehold,Flat,190000.0,309.0,12
Crystal Creek Resort,Taiping,Perak,Freehold,Condominium,300000.0,220.0,12
Taman Sri Cahaya,Kuching,Sarawak,Leasehold,"Flat, Apartment",65500.0,139.0,12
Apartment Seri Teluki,Hulu Selangor,Selangor,Freehold,Flat,150000.0,192.0,12
Mont Kiara Aman,Mont Kiara,Kuala Lumpur,Freehold,Condominium,1475000.0,650.0,12
Platinum Lake PV 12,Setapak,Kuala Lumpur,Leasehold,Condominium,475000.0,381.0,12
Idaman Lavender 3,Sungai Ara,Penang,Freehold,Apartment,340000.0,452.0,12
Paradiso Nuova (Merak Kayangan),Iskandar Puteri (Nusajaya),Johor,Freehold,Condominium,708000.0,485.0,12
Green Avenue Condominium,Bukit Jalil,Kuala Lumpur,Freehold,Condominium,452500.0,421.0,12
Azuria Condominium,Tanjung Bungah,Penang,Freehold,Condominium,289000.0,419.0,12
Mutiara Magna,Kepong,Kuala Lumpur,Leasehold,Flat,220000.0,326.0,12
Seroja,Setia Alam,Selangor,Freehold,Flat,200000.0,300.0,12
Pandan Residence,Tebrau,Johor,Leasehold,Service Residence,390000.0,423.0,12
Parkview Towers,Bukit Jambul,Penang,Leasehold,Apartment,370000.0,360.0,12
Suria Kinrara,Bandar Kinrara,Selangor,Leasehold,Service Residence,181500.0,255.0,12
28 Boulevard,Ampang,Selangor,Leasehold,Service Residence,335000.0,675.0,12
Bayu Tasik 1,Cheras,Kuala Lumpur,Leasehold,Condominium,380000.0,420.0,12
Taman Pandan Cahaya,Ampang,Selangor,Leasehold,Flat,170000.0,275.0,12
Palm Court Condominium,Brickfields,Kuala Lumpur,Leasehold,Condominium,367500.0,388.0,12
Prestige III,Balik Pulau,Penang,Freehold,Apartment,192500.0,298.0,12
Taman Larkin Idaman Plot C,Johor Bahru,Johor,Leasehold,Apartment,265000.0,308.0,12
The Vyne,Sungai Besi,Kuala Lumpur,Leasehold,Condominium,467500.0,540.0,12
Sierra East,Relau,Penang,Freehold,Condominium,786500.0,566.0,12
Menara Orkid,Sentul,Kuala Lumpur,Leasehold,Apartment,295000.0,347.0,12
Pangsapuri Pelangi,Georgetown,Penang,Leasehold,Flat,245000.0,348.0,12
Riana Green Condominium,Tropicana,Selangor,Leasehold,Condominium,495000.0,445.0,12
Taman Sri Harmoni,Kuching,Sarawak,Leasehold,Flat,66000.0,133.0,12
Subang Avenue,Subang Jaya,Selangor,Freehold,Service Residence,470000.0,470.0,12
M City,Ampang,Kuala Lumpur,Freehold,Service Residence,530000.0,598.0,12
D'Inspire Residence (Inspira Bestari),Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,446150.0,437.0,12
Centrio Avenue,Gelugor,Penang,Freehold,Apartment,330000.0,483.0,12
Bukit Saujana,Ayer Itam,Penang,Freehold,Flat,220000.0,319.0,12
Berjaya Times Square,Bukit Bintang,Kuala Lumpur,Freehold,Service Residence,499600.0,805.0,12
Pelangi Indah Condominium,Jalan Kuching,Kuala Lumpur,Freehold,Condominium,295000.0,293.0,12
Palmville Resort Condominium,Bandar Sunway,Selangor,Leasehold,Condominium,692500.0,469.0,12
SD Apartments II,Bandar Sri Damansara,Selangor,Freehold,Apartment,340000.0,430.0,12
The Ruma,KLCC,Kuala Lumpur,Freehold,Service Residence,1497050.0,1563.0,12
Greenview Residence,Bandar Sungai Long,Selangor,Freehold,Condominium,650000.0,479.0,12
The Regina,Subang Jaya,Selangor,Leasehold,Condominium,545000.0,446.0,12
Taman Permata,Bukit Mertajam,Penang,Freehold,Flat,75000.0,136.0,12
Beverly Hills 5,Kota Kinabalu,Sabah,Leasehold,Apartment,185000.0,402.0,12
Flat Danau Kota,Setapak,Kuala Lumpur,Leasehold,Flat,190000.0,271.0,12
Putra Damai,Putrajaya,Putrajaya,Freehold,Flat,250000.0,357.0,12
Anggerik Apartment,Serendah,Selangor,Freehold,Apartment,130000.0,185.0,12
Cyber Heights Villa,Cyberjaya,Selangor,Freehold,Condominium,364315.0,284.0,12
Straits Quay (The Suites at Waterside),Tanjong Tokong,Penang,Freehold,Service Residence,1130000.0,851.0,12
Wisma 2020,Muar,Johor,Freehold,Apartment,155000.0,220.0,12
Karisma @ Eco Majestic,Semenyih,Selangor,Freehold,Apartment,262500.0,329.0,12
Sentul Utama Condominium,Sentul,Kuala Lumpur,Leasehold,Condominium,342500.0,385.0,12
D'carlton (Residensi Seri Mega),Masai,Johor,Freehold,Service Residence,410000.0,414.0,12
Vista Indah Putra,Klang,Selangor,Freehold,Apartment,330000.0,336.0,12
Pangsapuri Cemara,Cheras,Kuala Lumpur,Leasehold,Apartment,377500.0,512.0,12
Pangsapuri Seri Inai,Serendah,Selangor,Freehold,Flat,132500.0,166.0,12
Subang Perdana Goodyear Court 6,Subang Jaya,Selangor,Freehold,Apartment,282500.0,345.0,12
Tuaran Impian,Tuaran,Sabah,Leasehold,Apartment,195000.0,234.0,12
KL Traders Square,Setapak,Kuala Lumpur,Freehold,Service Residence,500000.0,533.0,12
Mesahill,Nilai,Negeri Sembilan,Freehold,Service Residence,260000.0,446.0,12
The Peak Residences,Tanjong Tokong,Penang,Freehold,Condominium,570000.0,544.0,12
Taman Telipok Ria Fasa 1 & Fasa 2,Tuaran,Sabah,Leasehold,Apartment,160000.0,263.0,12
TAMAN GAMELAN INDAH,Sungai Bakap,Penang,Freehold,"Terrace House, Semi D",408000.0,264.0,11
TAMAN MERU 2B (FASA I-IV),Ipoh,Perak,Leasehold,Terrace House,280000.0,247.0,11
TAMAN TASEK MUTIARA,Ipoh,Perak,Freehold,Terrace House,370000.0,250.0,11
SEMENYIH PARKLANDS,Beranang,Selangor,Freehold,Terrace House,465000.0,357.0,11
TAMAN MASTIARA,Batu Caves,Kuala Lumpur,Leasehold,Terrace House,590000.0,586.0,11
TAMAN PERWIRA,Simpang Ampat,Penang,Freehold,Terrace House,290000.0,248.0,11
GALENA VILLA @TAMAN BUKIT GALENA,Seremban,Negeri Sembilan,Freehold,Terrace House,568000.0,397.0,11
TAMAN GADONG UTAMA,Bertam,Melaka,"Freehold, Leasehold","Semi D, Terrace House",320000.0,204.0,11
BANDAR JAYA,Bintulu,Sarawak,Leasehold,"Terrace House, Semi D",500000.0,250.0,11
RESIDENSI VILLA MUTIARA,Sungai Bakap,Penang,Freehold,"Terrace House, Semi D",560000.0,345.0,11
TAMAN AIR PUTIH PERMAI (PL 30779),Taiping,Perak,Freehold,Semi D,369900.0,128.0,11
TAMAN SEREMBAN 3,Rasah,Negeri Sembilan,Freehold,Terrace House,390000.0,231.0,11
TAMAN PENGKALAN PRISMA,Batu Gajah,Perak,Leasehold,Terrace House,290000.0,168.0,11
TAMAN KIEN LEONG/KIM CHUAN,Klang,Selangor,Freehold,Terrace House,500000.0,325.0,11
TAMAN MOSEY HILL,Ipoh,Perak,Leasehold,Terrace House,399880.0,211.0,11
TAMAN KURAU MURNI (BATU KURAU),Batu Kurau,Perak,Freehold,"Cluster House, Terrace House",318800.0,177.0,11
GARDEN CITY HOMES @ SEREMBAN 2,Seremban 2,Negeri Sembilan,Freehold,"Terrace House, Semi D",755000.0,236.0,11
PARK AVENUE @ SEREMBAN 2,Seremban 2,Negeri Sembilan,Freehold,"Terrace House, Semi D, Bungalow",580000.0,207.0,11
TAMAN RAIA PERDANA,Gopeng,Perak,Leasehold,Terrace House,140000.0,117.0,11
TAMAN OREN,Butterworth,Penang,Freehold,Terrace House,1230800.0,778.0,11
TAMAN CEMPAKA PERDANA,Senawang,Negeri Sembilan,Leasehold,Terrace House,397083.0,244.0,11
RENDANG EXORA (PEC LOT 24818),Pekan,Pahang,Freehold,Terrace House,260000.0,186.0,11
TAMAN PERMAI 2,Bukit Kepayang,Negeri Sembilan,Freehold,Terrace House,260000.0,209.0,11
TAMAN JENGKA SEJAHTERA (PT 29246),Chenor,Pahang,Leasehold,Terrace House,243750.0,158.0,11
TAMAN PERDANA (CASA PERDANA),Simpang Ampat,Penang,Freehold,"Terrace House, Semi D",575000.0,374.0,11
TAMAN IMPIAN PUTRA,Port Dickson,Negeri Sembilan,Leasehold,"Terrace House, Semi D",375000.0,173.0,11
TAMAN PENGKALAN SURIA,Ipoh,Perak,Leasehold,"Cluster House, Semi D",435240.0,182.0,11
"TAMAN PESONA, SUNGAI SEGAMAT",Segamat,Johor,Freehold,Terrace House,363500.0,190.0,11
